Template,Query,PCScore,SMILES
STB_C010_075,4579,0.5118,O=C(Nc1nnc(Cc2ccccc2)o1)c1ccc(S(=O)(=O)N2CCCCC2)cc1
STB_C010_075,531,0.5118,O=C(Nc1ccccc1N1CCNCC1)c1ccc(OCC(=O)N2CCOCC2)cc1
STB_C010_075,14677,0.5118,O=S(=O)(c1ccc(NCC2CN(Cc3ccccc3)CCCO2)nc1)N1CCCC1
STB_C010_075,5364,0.5118,O=C(NCCCc1ccn[nH]1)C1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1
STB_C010_075,1229,0.5118,O=C1NC(CSCc2ccccc2)C(=O)N2CCN(C(=O)Nc3ccccc3)CC12
STB_C010_075,8832,0.5118,O=C(Nc1nnc(Cc2ccccc2)o1)c1ccc(S(=O)(=O)N2CCOCC2)cc1
STB_C010_075,11271,0.5117,O=C(COC(=O)c1ccc(n2ncsc2=S)cc1)Nc1ccc2c(c1)OCCO2
STB_C010_075,10239,0.5117,O=C(Nc1cccc(OC2CCCC2)c1)C1CCN(S(=O)(=O)c2ccccc2)CC1
STB_C010_075,4374,0.5117,O=C(COC(=O)c1ccccc1CSc1nccs1)Nc1ncnc2[nH]cnc12
STB_C010_075,15149,0.5117,O=C(COC(=O)C(=Cc1ccccc1)n1cnnn1)Nc1csc(c2ccccc2)c1
STB_C010_075,10802,0.5117,O=C(NCc1ccccc1C[NH+]1CCCC1)C1CCCN1S(=O)(=O)c1ccccc1
STB_C010_075,3312,0.5117,O=C(NCc1ccnc(N2CCOCC2)c1)NCC(c1ccccc1)N1CCOCC1
STB_C010_075,16512,0.5117,O=C(CSCc1nc2sc3c(c2c(=O)[nH]1)CCC3)NCCSc1ccccc1
STB_C010_075,15402,0.5117,O=C(CCNS(=O)(=O)c1ccccc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
STB_C010_075,12155,0.5117,O=C(CCNS(=O)(=O)c1ccccc1)N1CCN(Cc2ccc3c(c2)CCO3)CC1
STB_C010_075,9186,0.5117,O=C(C=Cc1ccc2c(c1)OCO2)Nc1cccc(S(=O)(=O)N2CCCCCC2)c1
STB_C010_075,6759,0.5117,O=C(CCS(=O)(=O)c1ccccc1)N1CCN(c2cc(n3cncn3)ncn2)CC1
STB_C010_075,16499,0.5117,O=C(CNC(c1ccccc1)c1cccs1)N1CCN(CC=Cc2ccccc2)CC1
STB_C010_075,6327,0.5117,O=C(NCCc1coc(c2ccccc2)n1)C(=Cc1ccco1)NC(=O)c1ccccc1
STB_C010_075,3146,0.5117,O=C(Cc1ccccc1)Nc1ccc(N2CCN(C(=O)C=Cc3ccccc3)CC2)cc1
STB_C010_075,13674,0.5116,O=C(Nc1cccc(C(=O)Nc2nc3ccccc3s2)c1)NC1CCS(=O)(=O)C1
STB_C010_075,10389,0.5116,O=C(NCc1ccc(N2CCCC2)nc1)c1cccc(S(=O)(=O)N2CCCCC2)c1
STB_C010_075,8077,0.5116,O=C(CN1CCN(Cc2ccccc2)CC1)N(c1ccccc1)C1CCS(=O)(=O)C1
STB_C010_075,9163,0.5116,O=C(CSc1nnc2[nH]c(=O)c3ccccc3n12)NC(=O)NCCc1cccs1
STB_C010_075,7091,0.5116,O=C(NCC(=O)N1CCN(S(=O)(=O)c2ccc3c(c2)CCC3)CC1)c1ccccc1
STB_C010_075,806,0.5116,C=C1c2ccccc2C(=O)N1CC(=O)Nc1cccc(CS(=O)C2CCOCC2)c1
STB_C010_075,12845,0.5116,O=C(CCCCn1c(=S)[nH]c2c([nH]c3ccccc23)c1=O)NCCN1CC[NH2+]CC1
STB_C010_075,4965,0.5116,O=C(Cc1csc(SCC(=O)c2ccc3c(c2)OCO3)n1)NCc1ccccc1
STB_C010_075,2627,0.5116,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)NCc1ccc2c(c1)OCO2
STB_C010_075,12585,0.5116,O=C(CN1CCN(CC=Cc2ccccc2)CC1)N(Cc1ccccc1)Cc1ccco1
STB_C010_075,10797,0.5116,O=C(NC1CC[NH+](Cc2ccccc2)CC1)C1CCCN1S(=O)(=O)c1ccccc1
STB_C010_075,16064,0.5116,O=C(NCC1CCCCN1S(=O)(=O)c1cccc2nsnc12)Nc1ccccc1
STB_C010_075,15774,0.5116,O=C(NC(Cc1ccccc1)C(=O)NCC1CCCCC1)c1coc(c2ccccc2)n1
STB_C010_075,6404,0.5116,O=C(OCC(=O)c1ccn(CCc2ccccc2)c1)C(=Cc1ccccc1)n1cnnn1
STB_C010_075,14428,0.5115,O=C(CNc1nc2ccccc2s1)N1CCN(S(=O)(=O)Cc2ccccc2)CC1
STB_C010_075,7940,0.5115,O=S(=O)(NC1CC[NH+](CCCc2nnnn2c2ccccc2)CC1)c1ccccc1
STB_C010_075,10535,0.5115,O=C(NCc1ccnc(N2CCCCCC2)c1)c1ccc(N2CCCS2(=O)=O)cc1
STB_C010_075,8173,0.5115,O=C(CCNS(=O)(=O)c1ccc2c(c1)CCCC2)N1CCN(c2ccccc2)CC1
STB_C010_075,12307,0.5115,O=C(Nc1cccc(OC2CCCC2)c1)C1CCN(S(=O)(=O)c2cccnc2)CC1
STB_C010_075,11423,0.5115,O=C(CCc1ccccc1)OCc1nc2cc(S(=O)(=O)N3CCOCC3)ccc2[nH]1
STB_C010_075,9245,0.5115,O=C(C=Cc1ccc2c(c1)OCCO2)N1CCCN(S(=O)(=O)c2ccccc2)CC1
STB_C010_075,2337,0.5115,O=C(Nc1ccccc1N1CCOCC1)c1ccc(OCC(=O)N2CCOCC2)cc1
STB_C010_075,15054,0.5115,O=C(COc1ccccc1)OCc1nc2cc(S(=O)(=O)N3CCOCC3)ccc2[nH]1
STB_C010_075,12297,0.5115,O=C(NC1CC2CNCC(C1)C2NS(=O)(=O)c1ccccc1)OCc1ccccc1
STB_C010_075,14763,0.5115,O=C(CN1C(=S)N=NC1c1cccs1)NCc1ccccc1C[NH+]1CCOCC1
STB_C010_075,7122,0.5115,O=C(c1ccc(CNS(=O)(=O)c2ccccc2)cc1)N1CCN(C(=O)C2CC2)CC1
STB_C010_075,14951,0.5115,O=C(Cn1c(=O)[nH]c2nc[nH]c2c1=O)Nc1cccc(S(=O)(=O)N=C2CCCN2)c1
STB_C010_075,9726,0.5115,O=C(COc1ccccc1)Nc1ccc2c(c1)CN(S(=O)(=O)c1cccs1)CC2
STB_C010_075,10318,0.5114,O=C(Nc1cccc(CNc2ncccc2S(=O)(=O)N2CCCCC2)c1)C1CCC1
STB_C010_075,6038,0.5114,O=C(NCc1ccccc1)c1nnc(CNC(c2cccs2)c2cccs2)s1
STB_C010_075,12766,0.5114,O=C(NC1CC[NH+](Cc2ccccc2)C1)C1CCN(S(=O)(=O)c2cccnc2)CC1
STB_C010_075,1450,0.5114,O=C(C=Cc1cccs1)Nc1ccc2c(c1)CN(S(=O)(=O)c1ccccc1)CC2
STB_C010_075,8759,0.5114,O=C(CCc1ccco1)Nc1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1
STB_C010_075,17419,0.5114,O=C(COc1ncnc2sccc12)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1
STB_C010_075,10786,0.5114,O=C(NC1CC[NH+](Cc2ccccc2)C1)C1CCN(S(=O)(=O)c2ccccc2)CC1
STB_C010_075,6958,0.5114,O=C(Cc1csc(SCC(=O)c2ccc3c(c2)OCO3)n1)NCc1ccccn1
STB_C010_075,18151,0.5114,O=C(NCC(c1ccccc1)[NH+]1CCCCCC1)c1cn(CCCc2ccccc2)nn1
STB_C010_075,11379,0.5113,O=C(Cn1c(=O)oc2ccccc12)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1
STB_C010_075,17897,0.5113,O=c1occ(C[NH+]2CCCCC2)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1
STB_C010_075,13508,0.5113,O=C(CCCOc1ccc2c(c1)CCC(=O)N2)NCc1cccc(Oc2ccccc2)c1
STB_C010_075,17422,0.5113,O=C(NCCNS(=O)(=O)c1ccccc1)c1cnc2sc3c(n2c1=O)CCCC3
STB_C010_075,16176,0.5113,O=C(NCCCN1CCc2ccccc12)C(=Cc1cccs1)NC(=O)c1ccccc1
STB_C010_075,15270,0.5113,O=C(CNS(=O)(=O)c1ccccc1)Nc1nc(c2ccc3c(c2)OCCO3)cs1
STB_C010_075,870,0.5113,O=C(COC(=O)c1oc2ccccc2c1CSC1CCCCC1)Nc1ccccn1
STB_C010_075,4585,0.5113,O=C(NCc1nnc(c2ccccc2)o1)c1cccc(S(=O)(=O)N2CCCCC2)c1
STB_C010_075,10474,0.5113,O=C(NCCN1CCN(c2ccccc2)CC1)c1ccc(S(=O)(=O)NC2CC2)cc1
STB_C010_075,11415,0.5112,O=C(CN1C(=O)COc2ccccc12)N1CCC(NS(=O)(=O)c2ccccc2)CC1
STB_C010_075,3498,0.5112,O=C(CN1CC=C(c2ccccc2)CC1)N1CCN(S(=O)(=O)c2ccccc2)CC1
STB_C010_075,2706,0.5112,O=C(CS(=O)(=O)Cc1coc(c2ccccc2)n1)N1CCN(c2ccccc2)CC1
STB_C010_075,1916,0.5112,O=C(c1cccs1)N1CCCC(C(=O)N(Cc2ccccc2)Cc2cccs2)C1
STB_C010_075,15506,0.5112,O=C(NCCc1ccccc1)c1cccc(Cn2ccsc2=NC(=O)c2ccco2)c1
STB_C010_075,3999,0.5112,O=C(CNC(=O)c1ccc2c(c1)OCO2)OC(C(=O)N1CCOCC1)c1ccccc1
STB_C010_075,12483,0.5112,O=C(CCNS(=O)(=O)c1ccc2c(c1)CCCC2)N1CCN(c2cnccn2)CC1
STB_C010_075,12482,0.5112,O=C(CCNS(=O)(=O)c1ccc2c(c1)CCCC2)N1CCN(c2ncccn2)CC1
STB_C010_075,7598,0.5112,O=C(CN1CCN(CC=Cc2ccccc2)CC1)Nc1ccc(Oc2ccccc2)cc1
STB_C010_075,13688,0.5112,O=C1CCC(=O)N1c1ccc(S(=O)(=O)NCC(c2cccs2)n2cccn2)cc1
STB_C010_075,8585,0.5112,O=C1c2cccnc2C(=O)N1CCNS(=O)(=O)c1ccc(N2C(=O)CCC2=O)cc1
STB_C010_075,3820,0.5112,O=C(c1ccn[nH]1)N1CCCCC1CCOc1ccc(C[NH2+]Cc2cccs2)cc1
STB_C010_075,14268,0.5112,O=C1CCC(CCC(=O)N(CCc2ccccc2)Cc2ccccc2)(Cc2ccco2)N1
STB_C010_075,2058,0.5112,O=C(COC(=O)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O)NCc1ccco1
STB_C010_075,16014,0.5112,O=C(NCc1ccc(Cn2cncn2)cc1)c1sccc1S(=O)(=O)N1CCCC1
STB_C010_075,4625,0.5111,O=C(c1cccc(NS(=O)(=O)c2ccccc2)c1)N1CCN(Cc2cnoc2)CC1
STB_C010_075,13791,0.5111,O=C(NC1CCCCC1)c1ccc(NS(=O)(=O)c2ccc3c(c2)OCCCO3)cc1
STB_C010_075,7162,0.5111,O=C1CC(N2CCN(S(=O)(=O)c3ccccc3)CC2)C(=O)N1CCc1ccccc1
STB_C010_075,2700,0.5111,O=C(c1ccc(S(=O)(=O)c2ccccc2)o1)N1CCN(CCc2ccccn2)CC1
STB_C010_075,1700,0.5111,O=C(CSc1nnc(Cc2cccs2)n1CCc1ccccc1)Nc1cn[nH]c1
STB_C010_075,6436,0.5111,O=C1C(N=Nc2ccc(S(=O)(=O)Nc3nncs3)cc2)C=NN1c1ccccc1
STB_C010_075,16814,0.5111,O=C(Nc1ccc2c(c1)OCO2)c1nnc(CNS(=O)(=O)Cc2ccccc2)s1
STB_C010_075,7923,0.5111,O=C(CSc1nnc(c2cccs2)n1c1ccccc1)NC(=O)NC1CCCC1
STB_C010_075,8952,0.5111,O=C(Cn1nnn(c2ccccc2)c1=O)N1CCN(S(=O)(=O)c2ccccc2)CC1
STB_C010_075,5568,0.5111,O=C(Cc1csc(c2ccccc2)n1)Nc1ccc(S(=O)(=O)C2CCCC2)cc1
STB_C010_075,7668,0.5111,O=C(Cc1scnc1c1ccccc1)Nc1cccc(S(=O)(=O)N2CCCC2)c1
STB_C010_075,12612,0.5111,O=C(NCc1nc2ccccc2s1)c1ccc(S(=O)(=O)N2CCCCCC2)cc1
STB_C010_075,2666,0.5111,O=C(c1cccc(NS(=O)(=O)c2ccccc2)c1)N1CCN(Cc2ccco2)CC1
STB_C010_075,4622,0.5111,O=C(c1cccc(NS(=O)(=O)c2ccccc2)c1)N1CCN(Cc2ccno2)CC1
STB_C010_075,12934,0.5111,O=C(CSCc1cc(=O)n2ccsc2n1)NC1CC[NH+](Cc2ccccc2)CC1
STB_C010_075,4670,0.5111,O=C(CS(=O)(=O)Cc1coc(c2ccccc2)n1)N1CCN(c2ccccn2)CC1
STB_C010_075,10502,0.5111,O=C(CN1CCN(c2ccccc2)CC1)N1CCN(S(=O)(=O)c2ccccc2)CC1
STB_C010_075,6663,0.511,O=C(NCc1ccc(n2cncn2)cc1)c1ccc(S(=O)(=O)N2CCOCC2)cc1
STB_C010_075,12239,0.511,O=C(c1cccc(CN2CCOCC2)c1)N1CCN(S(=O)(=O)c2ccccc2)CC1
STB_C010_075,10608,0.511,O=S1(=O)CC(N2CCN(c3ncccn3)CC2)C(S(=O)(=O)c2cccs2)C1
STB_C010_075,17829,0.511,O=C(C=CCNC(=O)OCC1c2ccccc2c2ccccc12)NCCCC1CCCC1
STB_C010_075,17178,0.511,O=C(CSc1ncc[nH]1)Nc1ccc(C(=O)NCc2cnn(c3ccccc3)c2)cc1
STB_C010_075,12744,0.511,O=C(NCc1ccc(N2CC[NH2+]CC2)cc1)c1ccc(S(=O)(=O)N2CCCC2)cc1
STB_C010_075,16601,0.511,O=C(CNC(=O)OCc1ccccc1)Nc1ccccc1Cc1nc(c2ccco2)no1
STB_C010_075,4900,0.511,O=C(OCc1ccccc1)c1ccc(OC2CCCC(COC3CCCCO3)O2)cc1
STB_C010_075,5734,0.511,O=C(C=Cc1cccs1)NCc1nnc(SCC2CCCO2)n1c1ccccc1
STB_C010_075,11434,0.511,O=C(COc1ccc2c(c1)CCC(=O)N2)Nc1cccc(S(=O)(=O)N2CCCC2)c1
STB_C010_075,14383,0.511,O=C(CN1CCN(CC(=O)NCc2ccc3ccccc3c2)CC1)NCc1ccccc1
STB_C010_075,2639,0.511,O=C(OCc1ncc2ccccc2n1)c1ccc(S(=O)(=O)N2CCCCCC2)cc1
STB_C010_075,1015,0.5109,O=C(CS(=O)(=O)Cc1ccccc1)Nc1ccc(c2nnc3n2CCCCC3)cc1
STB_C010_075,13785,0.5109,O=C(Cc1ccc2c(c1)OCCO2)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1
STB_C010_075,15109,0.5109,O=C(Nc1ccccc1NC(=O)c1ccc(NC(=O)c2ccco2)s1)c1ccccc1
STB_C010_075,13132,0.5109,O=C(CCCc1nc2ccccc2c(=O)[nH]1)NCc1ccc(NC(=O)c2ccco2)cc1
STB_C010_075,8595,0.5109,O=C(Nc1nnc(C2=COCCO2)o1)c1ccc(NS(=O)(=O)c2ccccc2)cc1
STB_C010_075,6578,0.5109,O=C(c1ccc(Cn2ccccc2=O)o1)N1CCN(S(=O)(=O)c2ccccc2)CC1
STB_C010_075,9237,0.5109,O=C(COc1ccc(S(=O)(=O)N2CCCC2)cc1)c1cccc(N2CCCC2=O)c1
STB_C010_075,2918,0.5109,O=C(NCCn1ccc(c2ccccn2)n1)c1ccc(S(=O)(=O)N2CCCC2)cc1
STB_C010_075,6658,0.5109,O=C(NCc1ccc(c2cn[nH]c2)nc1)c1ccc(S(=O)(=O)N2CCOCC2)cc1
STB_C010_075,1863,0.5109,O=C(NCC[NH+]1CCCCC1)C1CCCN(c2cnn(Cc3ccccc3)c(=O)c2)C1
STB_C010_075,233,0.5109,O=C(CCC(=O)c1ccc2c(c1)OCCO2)OCc1csc(Nc2ccccc2)n1
STB_C010_075,2920,0.5109,O=C(NCCn1ccc(c2cccnc2)n1)c1ccc(S(=O)(=O)N2CCCC2)cc1
STB_C010_075,6668,0.5109,O=C(NCc1ccc(c2ccn[nH]2)nc1)c1ccc(S(=O)(=O)N2CCOCC2)cc1
STB_C010_075,2917,0.5109,O=C(NCCn1ccc(c2ccncc2)n1)c1ccc(S(=O)(=O)N2CCCC2)cc1
STB_C010_075,10769,0.5109,O=C(C1CCCN(S(=O)(=O)c2ccccc2)C1)N1CC[NH+](Cc2ccccc2)CC1
STB_C010_075,12525,0.5109,O=C(CCc1nc(CSc2nc(c3ccccc3)cs2)no1)Nc1nccs1
STB_C010_075,11173,0.5108,O=C(ON1CCC(OS(=O)(=O)c2ccccc2)CC1)c1ccc(n2cnnn2)cc1
STB_C010_075,778,0.5108,O=C(Cc1csc(NC(=O)NCc2ccncc2)n1)Nc1nc2ccccc2s1
STB_C010_075,10084,0.5108,O=C(Nc1ccc(c2nccs2)cc1)C1CCN(S(=O)(=O)c2cccnc2)CC1
STB_C010_075,1197,0.5108,O=C(Cn1cnc(S(=O)(=O)N2CCc3ccccc23)c1)NCCCc1ccccc1
STB_C010_075,4695,0.5108,O=C(CNS(=O)(=O)c1ccccc1)N1CCC(c2noc(c3ccccc3)n2)CC1
STB_C010_075,14228,0.5108,O=C(CCc1nc(CSc2nc(c3ccccc3)cs2)no1)Nc1nncs1
STB_C010_075,9118,0.5108,O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1cccc(S(=O)(=O)NCc2cccs2)c1
STB_C010_075,17597,0.5108,O=S(=O)(CCCOc1ccc2c(c1)OCO2)N1CCN(CCc2ccccc2)CC1
STB_C010_075,777,0.5108,O=C(Cc1csc(NC(=O)NCc2cccnc2)n1)Nc1nc2ccccc2s1
STB_C010_075,15059,0.5108,O=C(CNS(=O)(=O)c1ccc(N2CCCC2=O)cc1)Nc1ccc2c(c1)OCCO2
STB_C010_075,8932,0.5107,O=C(NCc1cc(c2cnccn2)n[nH]1)c1ccc(S(=O)(=O)N2CCOCC2)cc1
STB_C010_075,4116,0.5107,O=C(CCCn1cnc2[nH]c(=O)[nH]c(=O)c12)OCc1csc(Nc2ccccc2)n1
STB_C010_075,14590,0.5107,c1ccc(Cn2nnnc2CCCCCCCCc2nnnn2Cc2ccccc2)cc1
STB_C010_075,7631,0.5107,O=C(CCCCCNc1ccc2c(cc1=O)CCCc1ccccc21)Nc1ccncc1
STB_C010_075,5478,0.5107,c1ccc(COCC2CCCC(OC3CCCOC3COCc3ccccc3)O2)cc1
STB_C010_075,8298,0.5107,O=C(NCCc1ccc(c2cscn2)s1)c1cccc(OCc2cscn2)c1
STB_C010_075,1382,0.5107,O=C(Nc1ccccn1)C1CCN(Cn2nc(COc3ccccc3)[nH]c2=S)CC1
STB_C010_075,8177,0.5107,O=C(c1ccc(N2CCCCCC2)cc1)N1CCN(S(=O)(=O)c2ccccc2)CC1
STB_C010_075,2815,0.5107,O=C(Nc1ccc(S(=O)(=O)NC2CCNCC2)cc1)c1ccc(c2ccccc2)o1
STB_C010_075,6487,0.5107,O=C1NC(=O)C(CSc2ccccc2C(=O)NCCc2ccc3c(c2)OCCO3)N1
STB_C010_075,4889,0.5107,O=C(CNc1ccc(S(=O)(=O)N2CCCC2)cc1)Nc1ccccc1n1cncn1
STB_C010_075,11281,0.5107,O=C(NN=Cc1ccc2c(c1)OCO2)c1ccc(NS(=O)(=O)c2cccs2)cc1
STB_C010_075,14577,0.5106,O=S(=O)(c1cccs1)N1CCN(S(=O)(=O)c2cccc3nsnc23)CC1
STB_C010_075,17263,0.5106,O=C1C=C(C(=O)NCc2ccccc2)C2(CCN(S(=O)(=O)c3cccs3)CC2)O1
STB_C010_075,3893,0.5106,O=C(NCC1CCCCN1Cc1ccccc1)C1CCCN(C(=O)c2cccs2)C1
STB_C010_075,10771,0.5106,O=C(NCC[NH+]1CCc2ccccc2C1)C1CCN(S(=O)(=O)c2ccccc2)CC1
STB_C010_075,6243,0.5106,O=C(C=Cc1ccc(OCc2ccccc2)cc1)OCCN1C(=O)c2ccccc2C1=O
STB_C010_075,5810,0.5106,O=S(=O)(Nc1cccc(N2CCC([NH2+]CCn3cccn3)CC2)c1)c1ccccc1
STB_C010_075,3210,0.5106,O=C(NN1C(=O)C(=Cc2ccccc2N2CCOCC2)SC1=S)c1ccccc1
STB_C010_075,16888,0.5106,O=C(NCc1ccc2c(c1)OCCCO2)c1ccc(S(=O)(=O)N2CCOCC2)cc1
STB_C010_075,3464,0.5105,O=C(CCCCCNC1=NS(=O)(=O)c2ccccc12)Nc1cccc2c1CCCC2
STB_C010_075,7147,0.5105,O=C1CCC(=O)N1c1cccc(S(=O)(=O)NCc2ccc(N3CCCCC3)cc2)c1
STB_C010_075,7630,0.5105,O=C(CCCCCNc1ccc2c(cc1=O)CCCc1ccccc21)Nc1ccccn1
STB_C010_075,4967,0.5105,O=C(Cc1csc(SCC(=O)c2ccccc2)n1)Nc1ccc2c(c1)OCCO2
STB_C010_075,5231,0.5105,O=C(C=Cc1ccc(S(=O)(=O)N2CCOCC2)cc1)NC1CCc2ccccc2C1
STB_C010_075,7632,0.5105,O=C(CCCCCNc1ccc2c(cc1=O)CCCc1ccccc21)Nc1cccnc1
STB_C010_075,11017,0.5105,O=C(CCC1C[NH+](Cc2ccccc2)CCC1N1CCOCC1)N1CCCCCCC1
STB_C010_075,5416,0.5105,O=C(NCCc1c[nH]c2ccccc12)C1CCCN(S(=O)(=O)Nc2ccccc2)C1
STB_C010_075,7205,0.5105,O=C(NC1CC1)C1CCN(C(=O)c2ccc(NS(=O)(=O)c3ccccc3)cc2)CC1
STB_C010_075,15076,0.5105,O=C1COc2ccc(NC(=O)c3ccc(S(=O)(=O)NCC4CCCO4)cc3)cc2N1
STB_C010_075,15103,0.5105,O=C(COC(=O)c1cc(c2cccs2)nn1c1ccccc1)NC(=O)c1ccccc1
STB_C010_075,5214,0.5105,O=C(CCS(=O)(=O)c1ccc2c(c1)CCN2C(=O)C1CC1)NCCc1ccccc1
STB_C010_075,11123,0.5105,O=C(OCc1nc(c2ccccc2)no1)c1ccc(S(=O)(=O)N2CCOCC2)cc1
STB_C010_075,783,0.5105,O=C(Cc1csc(NC(=O)NCc2ccccn2)n1)Nc1nc2ccccc2s1
STB_C010_075,2254,0.5105,O=C(CSc1nnc(Cc2ccccc2)[nH]1)NC(=O)Nc1ccc2c(c1)OCCO2
STB_C010_075,12762,0.5104,O=C(NCC[NH+]1CCc2ccccc2C1)C1CCN(S(=O)(=O)c2cccnc2)CC1
STB_C010_075,15067,0.5104,O=C1COc2cc(C(=O)NCc3ccc(S(=O)(=O)N4CCOCC4)cc3)ccc2N1
STB_C010_075,3454,0.5104,O=C(CN1CCCc2ccccc12)N1CCN(S(=O)(=O)C=Cc2ccccc2)CC1
STB_C010_075,4079,0.5104,O=C(CCCN1C(=O)c2ccccc2S1(=O)=O)NCc1nc(c2ccccc2)no1
STB_C010_075,7064,0.5104,O=C(COC(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccc2c(c1)CCCC2
STB_C010_075,17520,0.5104,O=C(N=c1sccn1Cc1ccccc1)C1CCN(S(=O)(=O)c2cnoc2)CC1
STB_C010_075,2255,0.5104,O=C(CSc1nnc[nH]1)Nc1ccc(C(=O)Nc2ccc3c(c2)OCCCO3)cc1
STB_C010_075,3029,0.5104,O=C(CSc1nnc(C2CCCCC2)[nH]1)c1cn(Cc2ccccc2)c(=O)[nH]c1=O
STB_C010_075,2655,0.5104,O=C(NCC1CCNS(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O1)C1CCC1
STB_C010_075,2573,0.5103,O=C(CSc1nnn[nH]1)Nc1ccc(C(=O)N2CCN(c3cc[nH+]cc3)CC2)cc1
STB_C010_075,2962,0.5103,O=C(Nc1cccc(Cn2ccnc2)c1)C1CCN(S(=O)(=O)c2cccnc2)CC1
STB_C010_075,17832,0.5103,O=C(c1ccccc1)C1CCN(C(=O)C2CCN(C(=O)CCc3ccccc3)CC2)CC1
STB_C010_075,1266,0.5103,O=C(NC1CCN(S(=O)(=O)Cc2ccccc2)CC1)c1cnn(c2ccccc2)c1
STB_C010_075,1004,0.5103,O=C(NCc1cnn(Cc2ccccc2)c1)c1cccc(S(=O)(=O)N2CCCC2)c1
STB_C010_075,3044,0.5103,O=C(CSc1nnc(C2COc3ccccc3O2)[nH]1)NCCCNc1ccccc1
STB_C010_075,1868,0.5103,O=C(CSc1nnc(NC2CC2)s1)c1ccc(S(=O)(=O)N2CCCC2)cc1
STB_C010_075,18002,0.5103,O=C(NC1CC[NH+](Cc2ccccc2)CC1)C1CCCN(S(=O)(=O)c2c[nH]cn2)C1
STB_C010_075,4777,0.5103,O=C(CSc1nnc(C2CCCCC2)o1)c1cn(Cc2ccccc2)c(=O)[nH]c1=O
STB_C010_075,9244,0.5103,O=C(Cc1ccc2c(c1)OCCO2)N1CCN(S(=O)(=O)C=Cc2ccccc2)CC1
STB_C010_075,2003,0.5103,O=C(CSc1nc2ccccc2s1)N(C1CCCCC1)C1CCS(=O)(=O)C1
STB_C010_075,2880,0.5103,O=C(NCc1ccc(n2cncn2)cc1)c1ccc(S(=O)(=O)N2CCCCC2)cc1
STB_C010_075,375,0.5103,O=C(CSc1nnn[nH]1)Nc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1
STB_C010_075,7204,0.5102,O=C(NC1CC1)C1CCCN(C(=O)c2ccc(NS(=O)(=O)c3ccccc3)cc2)C1
STB_C010_075,12125,0.5102,O=C(CN1CCOc2ccccc12)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1
STB_C010_075,4501,0.5102,O=C(NCc1ccc(n2ccnc2)cc1)c1ccc(S(=O)(=O)N2CCOCC2)cc1
STB_C010_075,1621,0.5102,O=C(CCc1ccccc1)Nc1nnc(SCC(=O)N2CCc3ccccc23)s1
STB_C010_075,3271,0.5102,O=C(CSc1nnc(COc2ccccc2)o1)NC1CC[NH+](Cc2ccccc2)C1
STB_C010_075,2914,0.5102,O=C(NCc1ccc(n2ccnc2)cc1)c1ccc(S(=O)(=O)N2CCNCC2)cc1
STB_C010_075,977,0.5102,O=C(NCc1ccc(n2ccnc2)cc1)c1ccc(S(=O)(=O)N2CCCCC2)cc1
STB_C010_075,6457,0.5102,O=C1c2ccccc2C(=O)N1CCOC(=O)C1(S(=O)(=O)c2ccccc2)CCCC1
STB_C010_075,12751,0.5102,O=C(Nc1ccc(N2CC[NH2+]CC2)cc1)c1cccc(S(=O)(=O)NC2CCCC2)c1
STB_C010_075,8029,0.5102,O=C(NCCCN1CCCc2ccccc12)c1cccc(N2CCCCS2(=O)=O)c1
STB_C010_075,3729,0.5102,O=C(CCc1ccccc1)Nc1ccc2nc(SCC(=O)N3CCCC3)sc2c1
STB_C010_075,7272,0.5102,O=C(OCc1ccccc1)N1CCC(S(=O)(=O)NCCc2c[nH]c3ccccc23)C1
STB_C010_075,3257,0.5102,O=C(NCc1ccc([n+]2cc[nH]c2)cc1)c1ccc(S(=O)(=O)N2CCCCC2)cc1
STB_C010_075,12060,0.5101,O=C1CN(C(=O)c2cscn2)CC(OCc2ccccn2)CN1Cc1cscn1
STB_C010_075,11841,0.5101,O=C(CCC(=O)N1CCN(c2ccccc2)CC1)Nc1ccc(Oc2ccccc2)cc1
STB_C010_075,7258,0.5101,O=C(Nc1ccccc1)C1CCN(C(=O)c2cccc(S(=O)(=O)NC3CC3)c2)CC1
STB_C010_075,3231,0.5101,O=C(CN1C(=O)NC(c2ccccc2)C1=O)N(Cc1cccs1)Cc1cccs1
STB_C010_075,8059,0.5101,O=C(CN(Cc1ccccc1)C1CC1)Nc1cccc(S(=O)(=O)N2CCCCC2)c1
STB_C010_075,8051,0.5101,O=C(NCCc1ccccc1)C1CCN(S(=O)(=O)c2ccc3c(c2)CCCN3)CC1
